UHAWAII_ID	PSMSL_ID	Site	Basin	Lat	Lon	Country	Region	GPD_Record_Start	GPD_Record_End	Annual_Trend	Trend_Start	Trend_End	Lambda	Q99	Shape50	Shape5	Shape95	Scale50	Scale5	Scale95	Vshape	Vscale	Vscaleshape
055a	5500000	Kwajalein	pacific	8.73	167.73	Rep. of Marshall I	SIDS	1946	2014	2.456208781	1946	2014	2.014512737	0.423545674	-0.313815088	-0.441697404	-0.185932772	0.044407293	0.035376458	0.053438128	0.004257207	2.12E-05	-0.000260027
007b	700000	Malakal-B	pacific	7.45	134.58	Republic of Belau	SIDS	1969	2015	2.607641634	1969	2015	1.361761622	0.398977069	-0.544316472	-0.829438863	-0.259194081	0.082691298	0.05362446	0.111758135	0.021162475	0.000219938	-0.002075511
340a	34000000	Kaohsiung	pacific	22.75	120.33	Republic of China	Pacific	1980	2014	-0.089432485	1980	2014	1.542826971	0.38832894	0.065257751	-0.268772542	0.399288043	0.063350175	0.036312302	0.090388047	0.029045277	0.000190304	-0.001757218
341a	34100000	Keelung	pacific	25.22	121.85	Republic of China	Pacific	1980	2014	3.072855405	1980	2014	1.657110451	0.326576041	0.048898368	-0.216171088	0.313967824	0.116158162	0.073277116	0.159039209	0.018290399	0.000478668	-0.002021446
702a	70200000	Luderitz	atlantic	-26.65	15.15	South Africa	Africa	1958	1995	1.11356562	1958	1995	1.815854889	0.40549802	-0.288031231	-0.459603553	-0.11645891	0.072706627	0.052085505	0.093327749	0.00766299	0.000110695	-0.000774286
703a	70300000	Saldahna Bay	atlantic	-33.02	17.95	South Africa	Africa	1982	2011	2.169529949	1982	2011	2.133430684	0.460569666	-0.660662776	-0.986938174	-0.334387378	0.108761146	0.06827	0.149252292	0.027712294	0.0004268	-0.003383466
221a	22100000	Simon's Town	atlantic	-34.18	18.43	South Africa	Africa	1959	1999	2.005050194	1959	1999	2.02442404	0.452344554	-0.133938856	-0.326706462	0.05882875	0.068961563	0.049154477	0.088768649	0.009673239	0.000102128	-0.000763059
701a	70100000	Port Nolloth	atlantic	-29.25	16.87	South Africa	Africa	1958	1997	1.869953348	1958	1997	2.025	0.46849878	-0.341512025	-0.49524494	-0.18777911	0.090151593	0.067053533	0.113249653	0.006152301	0.000138885	-0.000807847
184a	18400000	Port Elizabeth	indian	-34.05	25.75	South Africa	Africa	1978	2014	1.96396215	1978	2014	2.162202161	0.514629921	-0.215305362	-0.395472247	-0.035138478	0.109293927	0.078727812	0.139860042	0.008449943	0.000243212	-0.001154354
830a	83000000	La Coruna	atlantic	43.37	-8.4	Spain	Europe	1943	2013	1.759587605	1943	2013	2.014065091	0.820936252	-0.247769	-0.377385812	-0.118152188	0.116534498	0.092653679	0.140415318	0.004373473	0.000148458	-0.000661591
207a	20700000	Ceuta	atlantic	35.9	-5.32	Spain	Europe	1944	2013	0.629893872	1944	2013	1.71425219	0.2957805	-0.136149897	-0.289966446	0.017666651	0.063857244	0.048882513	0.078831975	0.006158996	5.84E-05	-0.000455655
208a	20800000	Vigo	atlantic	42.23	-8.73	Spain	Europe	1943	1990	2.468899262	1943	1990	2	0.811774784	0.028647204	-0.196829608	0.254124016	0.0918532	0.064181032	0.119525368	0.013234502	0.000199338	-0.001187033
826a	82600000	Stockholm	atlantic	59.4	18.22	Sweden	Europe	1889	2014	-3.793393088	1889	2014	1.166704694	0.509333281	-0.049814214	-0.199161291	0.099532863	0.10867644	0.084780646	0.132572234	0.005806271	0.000148644	-0.000665846
819a	81900000	Goteborg-Torsh.	atlantic	57.7	11.85	Sweden	Europe	1967	2014	0.377081406	1967	2014	2.208333333	0.65507261	-0.080166189	-0.281135752	0.120803374	0.170556329	0.123419852	0.217692805	0.010513913	0.000578386	-0.001911686
151a	15100000	Zanzibar	indian	-6.2	39.25	Tanzania	Africa	1984	2015	0.274563791	1984	2015	2.09375	0.896154679	-0.432732797	-0.627159039	-0.238306555	0.099234304	0.070377649	0.12809096	0.009840419	0.000216768	-0.001345113
328a	32800000	Ko Lak	pacific	11.9	99.82	Thailand	Indian	1985	2015	5.321702394	1985	2015	1.935612083	0.691408683	-0.20364045	-0.396526857	-0.010754044	0.107375222	0.07367185	0.141078595	0.009685166	0.000295699	-0.001330183
295a	29500000	Stornoway	atlantic	58.28	-6.43	United Kingdom	Europe	1976	2010	2.225176252	1976	2010	2.057102628	1.04529582	-0.391069251	-0.646122828	-0.136015674	0.194923166	0.13020397	0.259642361	0.016934277	0.00109036	-0.003946019
293a	29300000	Lerwick	atlantic	60.2	-1.2	United Kingdom	Europe	1959	2010	-0.161341423	1959	2010	2.038461538	0.560971222	-0.118305597	-0.351530063	0.114918869	0.111952547	0.078360681	0.145544413	0.014159634	0.000293746	-0.001694286
700a	70000000	Faraday	atlantic	-65.25	-64.27	United Kingdom	Europe	1978	2013	3.053389722	1978	2013	2.055555556	0.530315261	0.14675861	-0.22567647	0.519193691	0.071876333	0.040603052	0.103149614	0.036108129	0.000254595	-0.002430577
289a	28900000	Gibraltar-A	atlantic	36.13	-5.35	United Kingdom	Europe	1961	1992	-0.266280259	1961	1992	1.71875	0.313145961	-0.051980152	-0.355023136	0.251062833	0.045176317	0.027049397	0.063303237	0.023906296	8.55E-05	-0.001118863
259b	25900000	Bermuda-B	atlantic	32.43	-64.73	United Kingdom	Europe	1985	2014	2.058248807	1985	2014	1.433398741	0.348397975	-0.128504157	-0.48086712	0.223858806	0.078959026	0.042629233	0.115288819	0.032320965	0.000343581	-0.002755395
294a	29400000	"Newlyn, Cornwall"	atlantic	50.12	-5.62	United Kingdom	Europe	1915	2010	1.828920187	1915	2010	2.052083333	0.968360924	-0.284905599	-0.390905199	-0.178905998	0.135315708	0.11221268	0.158418736	0.002924908	0.000138945	-0.00053594
560c	56000000	"Seward-C, AK"	pacific	60.15	-149.52	USA	Canada	1967	2014	-2.818461666	1967	2014	1.833333333	0.925402473	-0.079030634	-0.32448255	0.166421283	0.138313029	0.09379564	0.182830418	0.015683272	0.000515897	-0.002283271
571a	57100000	"Ketchikan, AK"	pacific	55.33	-131.7	USA	Canada	1937	2014	-0.282118424	1937	2014	1.94875215	1.130561344	-0.231498977	-0.395726212	-0.067271743	0.184861088	0.143162217	0.22655996	0.007020922	0.000452639	-0.001514241
562a	56200000	"Valdez, AK"	pacific	61.2	-146.47	USA	Canada	1973	2014	-6.881853282	1973	2014	1.85720339	0.945400636	-0.140009058	-0.393493326	0.11347521	0.145096987	0.096436509	0.193757466	0.016726529	0.000616391	-0.002650118
570a	57000000	"Yakutat, AK"	pacific	59.68	-139.75	USA	Canada	1961	2014	-10.24412938	1961	2014	1.796341834	0.892968802	-0.423937858	-0.608882837	-0.23899288	0.222639871	0.165132392	0.28014735	0.008904077	0.0008609	-0.002544295
561a	56100000	"Seldovia, AK"	pacific	59.5	-151.75	USA	Canada	1975	2014	-9.792717087	1975	2014	2.15	1.404697536	-0.023395419	-0.219576664	0.172785826	0.13053547	0.09290538	0.168165561	0.010018871	0.000368616	-0.001342289
559a	55900000	"Sitka, AK"	pacific	57.07	-135.42	USA	Canada	1938	2014	-2.312068366	1938	2014	1.948069265	0.82397383	-0.156485712	-0.309402377	-0.003569046	0.161779234	0.126204494	0.197353974	0.006087142	0.000329448	-0.00112705
574a	57400000	"Sand Point, AK"	pacific	55.37	-160.52	USA	Canada	1973	2014	0.943759079	1973	2014	1.452428292	0.781745659	-0.260188985	-0.444329087	-0.076048883	0.173799659	0.120911026	0.226688293	0.008826745	0.000728163	-0.002082765
041b	4100000	"Dutch Harbor-B, AK"	pacific	54	-166.57	USA	Canada	1982	2014	-3.462719401	1982	2014	1.515182942	0.535162074	-0.385643196	-0.6448065	-0.126479893	0.110984843	0.070580138	0.151389548	0.017484404	0.000424979	-0.002467745
583b	58300000	"Cordova-B, AK"	pacific	60.63	-145.78	USA	Canada	1964	2014	3.729769789	1964	2014	1.882327679	0.980831577	-0.049952504	-0.314587471	0.214682464	0.136265361	0.091089449	0.181441273	0.018230487	0.000531273	-0.002551157
039a	3900000	"Kodiak Isl., AK"	pacific	57.87	-152.62	USA	Canada	1975	2014	-10.40897575	1975	2014	1.75	0.757944035	0.113490289	-0.206988034	0.433968613	0.099968637	0.060383567	0.139553708	0.02673629	0.000407912	-0.00249165
040a	4000000	"Adak, AK"	pacific	51.98	-176.77	USA	Canada	1950	2014	-2.094083553	1950	2014	1.676940735	0.565249352	-0.050082846	-0.282779659	0.182613966	0.083529705	0.05857924	0.108480171	0.014095636	0.000162055	-0.001213347
551a	55100000	"San Francisco, CA"	pacific	37.87	-122.6	USA	USA West	1897	2014	1.888092134	1897	2014	1.678024502	0.431934567	-0.01481964	-0.160880781	0.1312415	0.091558437	0.073086754	0.11003012	0.005553582	8.88E-05	-0.000515053
569a	56900000	"San Diego, CA"	pacific	32.83	-117.23	USA	USA West	1906	2014	2.06526576	1906	2014	1.990838189	0.537175636	-0.105598269	-0.225260006	0.014063467	0.055871639	0.045914952	0.065828326	0.003727472	2.58E-05	-0.000232382
567a	56700000	"Los Angeles, CA"	pacific	33.75	-118.32	USA	USA West	1923	2014	0.872002836	1923	2014	1.923913043	0.512531386	-0.214939854	-0.328916077	-0.100963632	0.065736807	0.053677881	0.077795733	0.003381679	3.79E-05	-0.000285062
556a	55600000	"Crescent City, CA"	pacific	41.85	-124.18	USA	USA West	1933	2014	-0.878637098	1933	2014	1.561001669	0.599086646	-0.160893405	-0.279919433	-0.041867377	0.142145403	0.112536174	0.171754631	0.003687973	0.000228222	-0.000674161
555a	55500000	"Monterey, CA"	pacific	36.65	-121.93	USA	USA West	1973	2014	1.01533101	1973	2014	1.571479791	0.476180446	-0.125042825	-0.326477063	0.076391414	0.085348187	0.058659575	0.112036799	0.010562589	0.00018542	-0.001042665
565a	56500000	"Port San Luis, CA"	pacific	35.27	-120.85	USA	USA West	1948	2014	0.670723074	1948	2014	1.716400376	0.488974103	-0.109965833	-0.280124099	0.060192433	0.08125269	0.061037824	0.101467556	0.007537198	0.000106376	-0.000681334
578a	57800000	"Santa Monica, CA"	pacific	34.08	-118.5	USA	USA West	1973	2014	1.194134161	1973	2014	1.85720339	0.523187113	-0.045311348	-0.238779322	0.148156626	0.065677002	0.046365937	0.084988066	0.009743657	9.71E-05	-0.000675915
554a	55400000	"La Jolla, CA"	pacific	32.87	-117.32	USA	USA West	1924	2014	2.080671411	1924	2014	1.879106745	0.515593375	-0.230831063	-0.376409708	-0.085252418	0.066752844	0.053008636	0.080497051	0.005516951	4.92E-05	-0.000437419
744a	74400000	"New London, CT"	atlantic	41.4	-72.12	USA	USA East	1938	2014	2.564743545	1938	2014	2.909116769	0.41927677	0.115842744	-0.029704641	0.261390129	0.151629695	0.122071151	0.18118824	0.005514582	0.000227442	-0.000746232
240a	24000000	"Fernandina Beach, FL"	atlantic	30.72	-81.47	USA	USA East	1897	1930	2.246729686	1897	1930	1.647257792	0.57723646	-0.051619015	-0.3243306	0.22109257	0.131978209	0.082116584	0.181839834	0.019360251	0.000647197	-0.002670043
759a	75900000	"St. Petersburg, FL"	atlantic	27.85	-82.72	USA	USA East	1946	2014	2.551901102	1946	2014	2.710171812	0.332126052	0.284878748	0.090155585	0.479601911	0.082844642	0.063108537	0.102580748	0.009870498	0.000101397	-0.000655311
762a	76200000	"Pensacola, FL"	atlantic	30.43	-87.33	USA	USA East	1923	2014	2.24387438	1923	2014	2.358695652	0.332846734	0.476687457	0.278347866	0.675027048	0.068601022	0.052812124	0.084389921	0.010240535	6.49E-05	-0.00047974
753a	75300000	"Mayport, FL"	atlantic	30.5	-81.57	USA	USA East	1928	2000	2.441652196	1928	2000	1.862961296	0.414978525	0.04229893	-0.124599874	0.209197734	0.061864838	0.047229143	0.076500533	0.007251206	5.58E-05	-0.000428217
254a	25400000	"Limetree Bay, FL"	atlantic	17.82	-64.78	USA	USA East	1982	2014	2.8	1982	2014	1.81821953	0.152122537	0.539837414	0.14720779	0.932467038	0.021330295	0.011845697	0.030814894	0.040130073	2.34E-05	-0.000557561
242a	24200000	"Key West, FL"	atlantic	24.58	-81.88	USA	USA East	1913	2014	2.38004065	1913	2014	1.598060663	0.269050236	0.222528141	0.041754046	0.403302235	0.040786857	0.03122862	0.050345095	0.008506996	2.38E-05	-0.000278449
752a	75200000	"Fort Pulaski, GA"	atlantic	32.03	-80.92	USA	USA East	1935	2014	3.057786387	1935	2014	2.15	0.515767738	0.053344185	-0.076951816	0.183640186	0.072883741	0.058452001	0.08731548	0.004419427	5.42E-05	-0.000298145
060a	6000000	"Hilo, HI"	pacific	19.73	-155.07	USA	Pacific	1927	2014	2.963279022	1927	2014	1.647727273	0.291292996	0.067005572	-0.067731864	0.201743009	0.042331828	0.033407464	0.051256192	0.004725855	2.07E-05	-0.000179209
014a	1400000	"French Frigate, HI"	pacific	23.88	-166.33	USA	Pacific	1974	2007	1.8732641	1974	2007	1.323582703	0.246218229	-0.334311281	-0.633866494	-0.034756068	0.075999156	0.045095411	0.106902901	0.023359179	0.000248614	-0.00215114
059a	5900000	"Kahului, HI"	pacific	20.9	-156.47	USA	Pacific	1950	2014	1.848965343	1950	2014	1.953866728	0.257700303	-0.004705871	-0.158719193	0.14930745	0.035851225	0.027542151	0.044160299	0.006174764	1.80E-05	-0.00022218
061a	6100000	"Mokuoloe, HI"	pacific	21.43	-157.8	USA	Pacific	1957	2014	1.048569352	1957	2014	1.534518977	0.25942674	-0.210147477	-0.353068839	-0.067226115	0.048556271	0.036509721	0.060602822	0.005317385	3.78E-05	-0.000349149
057b	5700000	"Honolulu-B, HI"	pacific	21.37	-157.87	USA	Pacific	1905	2014	1.410096968	1905	2014	1.381835378	0.260093286	-0.180169798	-0.28522249	-0.075117107	0.046767151	0.037967631	0.055566671	0.002872885	2.02E-05	-0.000179948
058a	5800000	"Nawiliwili, HI"	pacific	21.97	-159.35	USA	Pacific	1954	2014	1.403389831	1954	2014	1.426245512	0.25850765	0.15858097	-0.002034295	0.319196235	0.034989059	0.025827753	0.044150365	0.006715486	2.18E-05	-0.000160708
765a	76500000	"Grand Isle, LA"	atlantic	29.38	-90.02	USA	USA East	1980	2014	7.06442577	1980	2014	1.999960889	0.346438706	0.562962196	0.192340774	0.933583619	0.087252534	0.050778054	0.123727014	0.035757311	0.000346324	-0.002022547
742a	74200000	"Woods Hole, MA"	atlantic	41.58	-70.72	USA	USA East	1957	2014	2.814177533	1957	2014	2.844894732	0.411075159	0.010317326	-0.14068319	0.161317842	0.149114685	0.117109259	0.181120112	0.005935546	0.000266656	-0.000875555
743a	74300000	"Nantucket, MA"	atlantic	41.3	-70.22	USA	USA East	1965	2014	3.629232191	1965	2014	2.580070638	0.403705583	0.343868309	0.149089293	0.538647326	0.090995556	0.067946082	0.11404503	0.009876161	0.000138301	-0.000572551
741a	74100000	"Boston, MA"	atlantic	42.4	-71.07	USA	USA East	1921	2014	2.809087457	1921	2014	2.425567239	0.636466933	0.061662856	-0.085510613	0.208836324	0.115534512	0.09288599	0.138183033	0.005638491	0.000133531	-0.000618139
252a	25200000	"Portland, ME"	atlantic	43.72	-70.37	USA	USA East	1910	2014	1.865049962	1910	2014	2.37144403	0.606246725	-0.035645212	-0.164145425	0.092855001	0.109034993	0.089559929	0.128510058	0.004298446	9.87E-05	-0.000483594
740a	74000000	"Eastport, ME"	atlantic	44.93	-67	USA	USA East	1929	2014	2.134593011	1929	2014	2.325618414	0.967194755	0.011542199	-0.129512805	0.152597204	0.09489789	0.076138774	0.113657006	0.005179416	9.16E-05	-0.000485822
260a	26000000	"Duck Pier, NC"	atlantic	36.18	-75.87	USA	USA East	1978	2014	4.745817246	1978	2014	2.324367323	0.515999567	-0.049897844	-0.240721684	0.140925995	0.130749486	0.093550742	0.16794823	0.009479143	0.000360214	-0.001311272
750a	75000000	"Wilmington, NC"	atlantic	34.32	-77.98	USA	USA East	1935	2014	2.059330324	1935	2014	2.025	0.307591904	0.143379163	-0.014361889	0.301120215	0.071678917	0.055965177	0.087392658	0.006477289	6.43E-05	-0.000391537
264a	26400000	"Atlantic City, NJ"	atlantic	39.4	-74.43	USA	USA East	1911	2014	4.100617966	1911	2014	2.576923077	0.521319694	0.054211109	-0.069761466	0.178183684	0.117604993	0.097354643	0.137855343	0.004000876	0.00010675	-0.000445357
746a	74600000	"Cape May, NJ"	atlantic	38.98	-75.05	USA	USA East	1965	2014	4.898804416	1965	2014	2.520068996	0.478231003	-0.047393334	-0.259624255	0.164837588	0.136112029	0.098727819	0.17349624	0.011725224	0.000363815	-0.001644466
279a	27900000	"Montauk, NY"	atlantic	41.18	-72.05	USA	USA East	1959	2014	3.756964905	1959	2014	2.857142857	0.427661585	-0.05231088	-0.196399668	0.091777907	0.167976587	0.132463941	0.203489232	0.005404608	0.000328299	-0.000959815
745a	74500000	"New York, NY"	atlantic	40.7	-74.15	USA	USA East	1920	2014	3.251332284	1920	2014	2.631559987	0.510255768	0.189351584	0.051245639	0.32745753	0.126937112	0.103573078	0.150301147	0.004965107	0.000142102	-0.000515828
575a	57500000	"Charleston, OR"	pacific	43.45	-124.37	USA	USA West	1978	2014	0.362083537	1978	2014	1.432458931	0.662526604	-0.276692164	-0.497640745	-0.055743582	0.15574941	0.102767561	0.208731258	0.012708265	0.000730732	-0.002567517
592a	59200000	"South Beach, OR"	pacific	44.7	-124.13	USA	USA West	1967	2014	2.217379505	1967	2014	1.708333333	0.707069948	-0.171984987	-0.36476534	0.020795366	0.150042463	0.106919147	0.193165779	0.009674519	0.000484092	-0.001712045
572a	57200000	"Astoria, OR"	pacific	46.28	-123.77	USA	USA West	1925	2014	-0.272788392	1925	2014	1.711137138	0.671473079	-0.224894453	-0.397868534	-0.051920372	0.156088743	0.119953759	0.192223727	0.007788716	0.000339907	-0.00139241
253a	25300000	"Newport, RI"	atlantic	41.55	-71.42	USA	USA East	1930	2014	2.727983427	1930	2014	2.647080139	0.460262418	0.038141319	-0.095430025	0.171712663	0.112510374	0.091499432	0.133521317	0.004644408	0.00011492	-0.000502636
261a	26100000	"Charleston, SC"	atlantic	32.92	-80	USA	USA East	1921	2014	3.172644803	1921	2014	2.191521277	0.476467915	0.191639051	0.047100571	0.336177532	0.070670392	0.056747085	0.0845937	0.005438395	5.05E-05	-0.000305825
775a	77500000	"Galveston (Pier 21), TX"	atlantic	29.4	-94.88	USA	USA East	1904	2014	6.358973499	1904	2014	2.099086155	0.411463101	0.25585869	0.111152508	0.400564872	0.122946419	0.099510263	0.146382575	0.005451023	0.00014298	-0.000500549
769a	76900000	"Rockport, TX"	atlantic	28.07	-97.17	USA	USA East	1944	2014	5.115623587	1944	2014	1.33801527	0.324318698	0.256114716	0.007484469	0.504744962	0.08364361	0.057254982	0.110032238	0.016092064	0.000181275	-0.001062348
772a	77200000	"Port Isabel, TX"	atlantic	26.15	-97.35	USA	USA East	1977	2014	5.217763124	1977	2014	1.447420563	0.325299631	0.31163371	-0.090436753	0.713704174	0.077149743	0.040592064	0.113707423	0.042083142	0.000347905	-0.002672089
767a	76700000	"Galveston (P. Pier), TX"	atlantic	29.32	-94.85	USA	USA East	1957	2011	6.054086633	1957	2011	2.090987157	0.503094733	0.386760213	0.142346405	0.63117402	0.10997473	0.077329853	0.142619607	0.015550891	0.000277418	-0.001197062
749a	74900000	"Chesapeake BBT, VA"	atlantic	36.97	-76.23	USA	USA East	1975	2014	5.889681051	1975	2014	2.35	0.53374032	0.03075043	-0.207182673	0.268683532	0.156939504	0.107955653	0.205923356	0.014737152	0.000624611	-0.002259679
558a	55800000	"Neah Bay, WA"	pacific	48.38	-124.62	USA	USA East	1934	2014	-1.727466068	1934	2014	1.641989184	0.751720624	-0.323333493	-0.486507561	-0.160159424	0.192887542	0.148697455	0.237077628	0.006931163	0.000508339	-0.00165441
564a	56400000	"Willapa Bay, WA"	pacific	46.78	-124.1	USA	USA East	1972	2014	0.77196513	1972	2014	1.883690946	0.860443114	-0.084372406	-0.311787292	0.14304248	0.198466836	0.136086733	0.260846939	0.013462992	0.001012969	-0.002861073
747a	74700000	"Lewes, DE"	atlantic	38.92	-75.15	USA	USA East	1957	2014	3.704047742	1957	2014	2.569026152	0.530366797	0.10831799	-0.089132782	0.305768762	0.132166691	0.098614359	0.165719023	0.010148959	0.000293055	-0.001234679
053a	5300000	"Apra Harbor, Guam"	pacific	13.43	144.65	USA Trust	Pacific	1948	2014	2.079676156	1948	2014	1.014915005	0.189017022	0.03271613	-0.14166282	0.20709508	0.041256596	0.029119416	0.053393776	0.007915748	3.83E-05	-0.000305543
051a	5100000	Wake	pacific	19.28	166.62	USA Trust	Pacific	1950	2014	1.948480688	1950	2014	1.41539952	0.316085657	0.369426337	0.12750656	0.611346115	0.046151474	0.031972954	0.060329995	0.015235144	5.23E-05	-0.000448795
052a	5200000	Johnston	pacific	16.78	-169.65	USA Trust	Pacific	1947	2015	0.9206316	1947	2015	1.811612174	0.29331016	-0.019083986	-0.157372803	0.11920483	0.088088294	0.068429378	0.10774721	0.004978264	0.000100606	-0.000451558
050a	5000000	Midway	pacific	28.22	-177.37	USA Trust	Pacific	1947	2014	1.196295515	1947	2014	2.426470588	0.277076587	0.010434754	-0.149467269	0.170336777	0.103630857	0.080733014	0.126528701	0.006655976	0.000136488	-0.000682963
056a	5600000	Pago Pago	pacific	-14.28	-170.68	USA Trust	Pacific	1948	2014	2.925431828	1948	2014	1.238793315	0.274130178	-0.1922992	-0.354885107	-0.029713292	0.053637738	0.039359797	0.067915678	0.006881286	5.31E-05	-0.000469487
255a	25500000	"Charlotte Amalie, VI"	atlantic	18.35	-64.95	USA Trust	SIDS	1978	2014	1.709187854	1978	2014	1.891926891	0.164429058	0.364521446	0.090066954	0.638975938	0.02770367	0.018019486	0.037387854	0.019608506	2.44E-05	-0.000345209
245a	24500000	"San Juan, PR"	atlantic	18.55	-66.12	USA Trust	SIDS	1977	2014	2.026732659	1977	2014	1.526370776	0.206087223	0.269599515	0.00360125	0.53559778	0.031431183	0.020031271	0.042831094	0.018418804	3.38E-05	-0.000392384
246a	24600000	"Magueyes Island, PR"	atlantic	18.02	-67.17	USA Trust	SIDS	1965	2014	1.660229021	1965	2014	1.600043807	0.150486936	0.385032766	0.11244918	0.657616353	0.024033666	0.015907821	0.03215951	0.019342082	1.72E-05	-0.000303295
